,0,1,2
intercept,-0.18051459551635776,-0.11691273378320423,0.2974273292995681
 Ethyl Acetate,-0.25679387428519923,-0.13322508505806296,0.39001895934326336
Ethanol,-0.17069869036553045,0.013445756643106772,0.1572529337224244
"Propanoic acid, ethyl ester",-0.02404716700901399,0.21248222058304345,-0.18843505357402873
2-Pentanone,0.04560776885007103,-0.0123959825434326,-0.03321178630663883
Decane,-0.007157263928409488,-0.3418532602245388,0.3490105241529476
Methyl Isobutyl Ketone,0.07698660672023715,-0.39876457919890734,0.32177797247867074
Amylene hydrate,-0.14576551404333624,-0.07320139657202504,0.21896691061536097
"Butanoic acid, 2-methyl-, methyl ester",0.2518906152224812,-0.26882673549291847,0.016936120270435857
Isobutyl acetate,0.05848681706419573,-0.12823825483025522,0.06975143776605883
Methyl isovalerate,0.13788743397624256,0.13877544224207458,-0.2766628762183184
1-Propanol,0.15165726981623368,-0.05916642120599919,-0.09249084861023475
Methyl thiolacetate,0.22147797933979416,0.1213019111201251,-0.3427798904599197
"Butanoic acid, 2-methyl-, ethyl ester",-0.39116720580910125,0.2994368188423381,0.09173038696676265
2-Hexanone,0.09895632396437981,0.27470068050973023,-0.37365700447411104
Ethyl isocyanide,-0.005547369032739267,0.20833422918529698,-0.20278686015255779
"1-Propanol, 2-methyl-",0.03624692914038874,0.12803663681581526,-0.16428356595620416
"2-Pentanol, 2-methyl-",-0.16066523465577273,-0.010836176496005398,0.17150141115177833
2-Pentanol,-0.12107044784189377,0.0799246506687707,0.04114579717312317
"1-Butanol, 3-methyl-, acetate",-0.1991227510086129,0.2403704347168432,-0.04124768370822964
1 - Undecene,-0.09560263859144627,-0.12713517225613657,0.22273781084758168
1-Butanol,0.03697495160934079,0.2134871588190799,-0.25046211042841987
2-Heptanone,0.012091579410023211,0.010844634904927633,-0.022936214314950767
Dodecane,0.27615482824131043,-0.2561276683777533,-0.020027159863557596
"1-Butanol, 3-methyl-",-0.15965638592319503,0.29037521204827127,-0.13071882612507627
 S-Methyl 3-methylbutanethioate,0.09356733104675971,-0.1081070647126027,0.014539733665843026
"2-Heptanone, 4,6-dimethyl-",0.14574724401905828,-0.23603186376396076,0.09028461974490197
" 3-Buten-1-ol, 3-methyl-",-0.2940960110260769,0.17826774578994226,0.11582826523613578
"Thiocyanic acid, methyl ester",0.1571718280933294,-0.17239917174935585,0.01522734365602551
Acetoin,-0.25802108334457374,0.5878958029440744,-0.3298747195995006
"1-Pentanol, 2-methyl-",0.0541752987852343,0.2078618160102443,-0.26203711479547864
"Butanoic acid, 3-methyl-, 2-methylbutyl ester",-0.21962827193919363,0.14158648542100938,0.07804178651818518
"2-Heptanol, 4-methyl-",-0.1182103399976316,-0.4545309453735134,0.5727412853711454
2-Nonanone ,-0.12328725372160317,0.1977412096951106,-0.07445395597350782
Acetic acid,-0.13589578444749123,-0.17186366101984038,0.3077594454673312
2-Nonanol,-0.2398092816602769,0.1100283056362457,0.12978097602403205
Pyrrole,-0.20218068091566976,0.29768877605059413,-0.09550809513492325
"1H-Pyrrole, 2-methyl-",-0.4146646639357393,0.382750821526888,0.031913842408852866
"1-Heptanol, 2,4-dimethyl-,",0.05627142965496228,-0.08963836096652397,0.03336693131156183
Propanoic acid,0.13654004479477203,-0.12352398124778864,-0.013016063546983331
"Propanoic acid, 2-methyl-",0.47924142397742275,-0.18175072154408467,-0.2974907024333381
1-Octanol,-0.15233683170578594,0.16641344689004742,-0.014076615184260772
2-Undecanone,0.020629619173759033,-0.0259871171878721,0.005357498014112567
"Benzoic acid, methyl ester",-0.03856476065513008,0.05457130757879375,-0.016006546923663195
Butyrolactone ,0.3415185310507244,-0.017395032139509593,-0.3241234989112155
" Decanoic acid, ethyl ester",-0.08190483526130574,0.07429353112665937,0.007611304134646619
"Acetic acid, decyl ester",-0.07538503974236113,0.10163269225088961,-0.02624765250852818
2-Undecanol,-0.09359685379672152,0.0654655452191595,0.028131308577562394
"Butanoic acid, 3-methyl-",-0.012306067507385835,-0.23646584956751432,0.24877191707489982
2-Dodecanone,0.2698452652404137,-0.052664601494584073,-0.21718066374583006
1-Decanol,-0.13161736205017582,0.16771935462116036,-0.03610199257098423
2-Tridecanone,0.1406353406527914,-0.08082660448219603,-0.059808736170596
" Dodecanoic acid, ethyl ester",-0.05798529872073129,0.05699598996096409,0.0009893087597674713
"1,4-Butanediol",0.3497074156109417,-0.02307707641244548,-0.3266303391984969
Phenylethyl Alcohol,-0.1941873855309792,0.17375908598076095,0.02042829955021822
"Acetophenone, 2'-amino-",-0.0656148565970345,-0.23681145040954352,0.3024263070065779
2-Tridecanol,0.1439141905834175,0.06352909046644838,-0.2074432810498663
Tetradecanal,-0.021071104346537813,0.055294814347053814,-0.034223710000515446
1-Dodecanol,-0.0853178639145075,-0.07052754231201884,0.15584540622652632
Methyl tetradecanoate,-0.02446809288722743,-0.08009341085665474,0.10456150374388168
 2-Pentadecanone,0.12960523598731596,-0.0709079947584505,-0.05869724122886569
"Tetradecanoic acid, ethyl ester",-0.02387817381574509,0.05454637241498225,-0.030668198599236633
Hexadecanal,0.04213648954789757,0.10203658750693816,-0.14417307705483473
n-Tridecan-1-ol,0.25901833336291935,-0.049052109581849745,-0.2099662237810701
1-Tetradecanol,-0.05313674200647616,0.03765943553982504,0.015477306466652
n-Pentadecanol,0.11080248715073879,-0.02970024436640857,-0.08110224278432968
 1-Hexadecanol,-0.050575297277918256,0.0069319916307858595,0.04364330564713343
Indole,0.013460970523514025,-0.0291414436246923,0.015680473101178097
