,0,1,2
intercept,-0.4864902520474535,-0.0918841566712084,0.578374408718661
 Ethyl Acetate,-0.2465633519002435,-0.20880096247672847,0.4553643143769747
Ethanol,-0.13290050245964313,0.060698165258014435,0.07220233720162969
"Propanoic acid, ethyl ester",-0.05260871127790966,0.12364417245793616,-0.07103546118002203
2-Pentanone,0.16956650036780738,-0.1150914433195345,-0.05447505704827217
Decane,0.07490649650974994,-0.35376022698866305,0.2788537304789138
Methyl Isobutyl Ketone,0.13664615072570235,-0.3558160290349986,0.21916987830929796
Amylene hydrate,0.012159449712115567,-0.13494189783062602,0.12278244811851
"Butanoic acid, 2-methyl-, methyl ester",0.22755851410664735,-0.27904909383978105,0.05149057973313315
Isobutyl acetate,0.04755203647365385,-0.09061795918029149,0.04306592270663939
Methyl isovalerate,0.010208224991790004,0.37614118756122816,-0.38634941255301697
1-Propanol,0.1199597570204338,-0.031150539015454504,-0.08880921800497767
Methyl thiolacetate,0.06685044467474625,0.29585507822182355,-0.36270552289656804
"Butanoic acid, 2-methyl-, ethyl ester",-0.16689763068849672,0.2701777951095221,-0.10328016442102714
2-Hexanone,0.13544375424107288,0.048827266897203354,-0.18427102113827512
Ethyl isocyanide,-0.07147783705575246,0.13712520007283968,-0.06564736301708762
"1-Propanol, 2-methyl-",0.03531931159791073,0.09751903997547391,-0.13283835157338497
"2-Pentanol, 2-methyl-",-0.02016232885953995,-0.06681721524834094,0.08697954410787996
2-Pentanol,0.02406455876589629,-0.054935717422819434,0.030871158656924337
"1-Butanol, 3-methyl-, acetate",-0.1105859775641863,0.19033208936891205,-0.07974611180472514
1 - Undecene,-0.17143955589855758,0.015138750477084984,0.15630080542147323
1-Butanol,-0.05112324771064947,0.2502575388529065,-0.199134291142255
2-Heptanone,0.1854780530025772,-0.12913478038090864,-0.056343272621666725
Dodecane,0.2198488282737952,-0.15599071306053267,-0.06385811521326229
"1-Butanol, 3-methyl-",-0.07403577880920012,0.054785156194095845,0.0192506226151043
 S-Methyl 3-methylbutanethioate,-0.015095798882944263,-0.040978425135545095,0.05607422401848679
"2-Heptanone, 4,6-dimethyl-",0.14009468547583034,-0.15798713965332598,0.01789245417749579
" 3-Buten-1-ol, 3-methyl-",-0.23244208026483584,0.18115561240016123,0.051286467864676354
"Thiocyanic acid, methyl ester",0.09590664667840228,-0.12278448844933071,0.026877841770929913
Acetoin,-0.18684535518676093,0.6114414627204688,-0.4245961075337092
"1-Pentanol, 2-methyl-",-0.0007274505821683197,0.06511118504455787,-0.06438373446238524
"Butanoic acid, 3-methyl-, 2-methylbutyl ester",-0.15236729679822567,0.047457457653360006,0.10490983914486368
"2-Heptanol, 4-methyl-",-0.20885479777715552,-0.22095103126955729,0.4298058290467113
2-Nonanone ,-0.11862036220025031,0.2222056424373586,-0.10358528023710799
Acetic acid,-0.1195335936753261,-0.23866536391552745,0.35819895759085213
2-Nonanol,-0.19513550785773343,0.04673404734592365,0.1484014605118119
Pyrrole,-0.16528879115952516,0.27940899908733535,-0.11412020792780864
"1H-Pyrrole, 2-methyl-",-0.37852830453917113,0.2561040078576228,0.12242429668154947
"1-Heptanol, 2,4-dimethyl-,",-0.02545343802814777,-0.021687293024607136,0.04714073105275673
Propanoic acid,0.16860898041541633,-0.10533491992435198,-0.06327406049106601
"Propanoic acid, 2-methyl-",0.1081875722461558,-0.08206403679423396,-0.026123535451919953
1-Octanol,-0.17983108824655586,0.15208737358738592,0.027743714659172865
2-Undecanone,-0.04427355480831278,0.10542250493048443,-0.06114895012217092
"Benzoic acid, methyl ester",-0.13964213053020455,-0.037456355176998975,0.1770984857072049
Butyrolactone ,0.47008032386412635,-0.11646890287930087,-0.353611420984823
" Decanoic acid, ethyl ester",-0.0777716762233765,0.14119309502065464,-0.0634214187972777
"Acetic acid, decyl ester",-0.088560703110594,0.1489740234835113,-0.06041332037291631
2-Undecanol,-0.09642042793273539,0.0017058197625091762,0.09471460817022871
"Butanoic acid, 3-methyl-",-0.016867476128631934,-0.24136636628419417,0.2582338424128253
2-Dodecanone,0.25603354883999885,-0.03690425497477591,-0.21912929386522592
1-Decanol,-0.13429709713771878,0.12592979014473524,0.008367306992984186
2-Tridecanone,0.07561689331004505,0.0049807534944950795,-0.08059764680454301
" Dodecanoic acid, ethyl ester",-0.07662535822754445,0.14702484587541592,-0.07039948764786988
"1,4-Butanediol",0.47862516135560107,-0.11246414391050334,-0.3661610174450955
Phenylethyl Alcohol,-0.23474165677683992,0.10518116005087323,0.12956049672596967
"Acetophenone, 2'-amino-",-0.12999564926630622,-0.16970698795418654,0.29970263722049467
2-Tridecanol,-0.011535316952947114,0.05243127614663211,-0.040895959193687305
Tetradecanal,-0.03019497092442436,0.1351658723671979,-0.10497090144276933
1-Dodecanol,-0.12159103531452235,0.07166718450497536,0.04992385080954726
Methyl tetradecanoate,-0.0595940484988716,0.026717268316098497,0.03287678018277096
 2-Pentadecanone,0.06520051251551948,0.03260894265394011,-0.09780945516946148
"Tetradecanoic acid, ethyl ester",-0.03707340344494424,0.17743138917131304,-0.1403579857263652
Hexadecanal,-0.0019572529684045263,0.13640698497788728,-0.13444973200947982
n-Tridecan-1-ol,0.2624077821484331,-0.03309696351409818,-0.22931081863433803
1-Tetradecanol,-0.06558954439401814,0.11517912721065911,-0.0495895828166378
n-Pentadecanol,0.09041045912449558,-0.024776287877851046,-0.06563417124664683
 1-Hexadecanol,-0.05974981211787744,0.09591714319211991,-0.03616733107423876
Indole,-0.1426167304271684,-0.0569831573125185,0.19959988773968784
