,0,1,2
intercept,-0.3022236284220078,0.06776524337988794,0.2344583850421228
 Ethyl Acetate,-0.18825914965283366,-0.03735118016785103,0.22561032982068566
Ethanol,-0.16713539931637614,-0.06980749290178251,0.23694289221815937
"Propanoic acid, ethyl ester",-0.059221797046156335,0.08959332374663392,-0.03037152670047849
2-Pentanone,0.08745139829616244,0.06194323131662843,-0.14939462961278926
Decane,0.1465447713518424,-0.19437213566153036,0.04782736430968881
Methyl Isobutyl Ketone,0.16475900073212468,-0.313127140728804,0.14836813999667708
Amylene hydrate,0.12956358935736323,-0.015401940576504488,-0.11416164878085816
"Butanoic acid, 2-methyl-, methyl ester",0.2887364610165756,-0.2189449574589551,-0.06979150355761875
Isobutyl acetate,0.08519144433953581,-0.14829339606546835,0.06310195172593396
Methyl isovalerate,0.13434275676703558,0.08290207382913785,-0.21724483059617083
1-Propanol,0.10732494687305079,-0.0501585898276156,-0.05716635704543453
Methyl thiolacetate,0.12261330439419346,0.1990957353346128,-0.3217090397288062
"Butanoic acid, 2-methyl-, ethyl ester",-0.18845302464865538,0.16978298219794336,0.01867004245071271
2-Hexanone,-0.03864814212239732,0.22922851178382556,-0.19058036966142647
Ethyl isocyanide,-0.09769974634848681,0.10761330982576638,-0.009913563477279444
"1-Propanol, 2-methyl-",0.1028962293771866,-0.21820065699704297,0.11530442761985611
"2-Pentanol, 2-methyl-",-0.05546214469310839,-0.19039869349035016,0.24586083818345936
2-Pentanol,-0.052920489571207506,-0.11680228397596139,0.16972277354716836
"1-Butanol, 3-methyl-, acetate",-0.040271917444197995,0.16771899484332395,-0.12744707739912628
1 - Undecene,0.03575083413288122,-0.08177611852283086,0.046025284389949406
1-Butanol,0.0357041744905468,0.1946695648435228,-0.2303737393340685
2-Heptanone,0.05950162809990652,0.11091240715602335,-0.1704140352559288
Dodecane,-0.00012972526977464598,0.03491607857852511,-0.03478635330874876
"1-Butanol, 3-methyl-",-0.10853308130044936,0.01286356189320415,0.09566951940724483
 S-Methyl 3-methylbutanethioate,-0.08772365851116551,0.020251387517831725,0.0674722709933342
"2-Heptanone, 4,6-dimethyl-",0.07339809805834026,-0.18468584360285803,0.1112877455445185
" 3-Buten-1-ol, 3-methyl-",-0.11589627722751064,0.24155228561781888,-0.12565600839030744
"Thiocyanic acid, methyl ester",0.2776171299404294,-0.19673654455322906,-0.08088058538719954
Acetoin,-0.15233536297140723,0.4968540028666392,-0.34451863989523174
"1-Pentanol, 2-methyl-",-0.08659401827900003,0.17961231000490063,-0.0930182917259
"Butanoic acid, 3-methyl-, 2-methylbutyl ester",-0.0869303438854085,-0.0012176454266948106,0.0881479893121025
"2-Heptanol, 4-methyl-",-0.12390222018123967,-0.26505520208558436,0.38895742226682367
2-Nonanone ,-0.07711677527256598,0.24776065041198128,-0.17064387513941354
Acetic acid,-0.16453779247750344,-0.1341997003738414,0.29873749285134554
2-Nonanol,-0.09162965644642322,0.044577429209351684,0.0470522272370712
Pyrrole,-0.07951871427331422,0.392856641479006,-0.31333792720569165
"1H-Pyrrole, 2-methyl-",-0.28442506312366034,0.3083920652771405,-0.023967002153481305
"1-Heptanol, 2,4-dimethyl-,",0.014327144227478456,-0.1419346059669782,0.1276074617395005
Propanoic acid,0.2769408831235463,-0.12717389877491977,-0.14976698434862704
"Propanoic acid, 2-methyl-",0.4066089082984961,-0.09411069701854467,-0.3124982112799512
1-Octanol,-0.21301780471772824,0.10275776035031267,0.1102600443674156
2-Undecanone,-0.06280356672827597,0.11650973845083208,-0.053706171722557344
"Benzoic acid, methyl ester",-0.006311174880202377,0.027681811796537413,-0.021370636916334874
Butyrolactone ,0.2744290171702249,-0.04378935426267586,-0.23063966290755042
" Decanoic acid, ethyl ester",-0.062487706307678074,0.08375619951589103,-0.021268493208212967
"Acetic acid, decyl ester",-0.07393529554513231,0.1009024335954631,-0.026967138050330967
2-Undecanol,-0.10676257824104923,0.04589567575282683,0.06086690248821999
"Butanoic acid, 3-methyl-",0.03131083315526808,-0.19562711633980076,0.1643162831845333
2-Dodecanone,0.2204564522245478,-0.04307976142158743,-0.17737669080295992
1-Decanol,-0.13913291504301892,0.14530627718898187,-0.006173362145962703
2-Tridecanone,0.13629950272446884,0.026540983874383004,-0.16284048659885209
" Dodecanoic acid, ethyl ester",-0.06012111522508689,0.09309093409971463,-0.03296981887462801
"1,4-Butanediol",0.27889965777763714,-0.04061726062150439,-0.23828239715613395
Phenylethyl Alcohol,-0.24811934663389987,0.12425607532158356,0.12386327131231686
"Acetophenone, 2'-amino-",-0.0496149142767715,-0.215825010534265,0.2654399248110345
2-Tridecanol,-0.016348068007909076,0.14994246165845906,-0.13359439365054981
Tetradecanal,-0.03468062800422533,0.08718281794696904,-0.05250218994274451
1-Dodecanol,-0.10684902352630773,0.06786939339236989,0.038979630133937716
Methyl tetradecanoate,0.051395983359446146,0.050602421223161595,-0.10199840458260778
 2-Pentadecanone,0.1878691495931708,0.045402294527740666,-0.23327144412091222
"Tetradecanoic acid, ethyl ester",-0.042452413042414434,0.08615276886380539,-0.043700355821391534
Hexadecanal,0.021573567718323125,0.08195295870721589,-0.10352652642554003
n-Tridecan-1-ol,0.25554147984058334,-0.04529848282570119,-0.21024299701488175
1-Tetradecanol,-0.0452356151337981,0.05684280294875464,-0.011607187814957714
n-Pentadecanol,0.11111689043015531,-0.022581930707110804,-0.0885349597230454
 1-Hexadecanol,0.04122214941330961,0.03521920362482108,-0.07644135303813224
Indole,-0.15117662394644743,0.018344254943752206,0.13283236900269474
